,Start date,End date,Biomass [MWh] Calculated resolutions,Hydropower [MWh] Calculated resolutions,Wind offshore [MWh] Calculated resolutions,Wind onshore [MWh] Calculated resolutions,Photovoltaics [MWh] Calculated resolutions,Other renewable [MWh] Calculated resolutions,Nuclear [MWh] Calculated resolutions,Lignite [MWh] Calculated resolutions,Hard coal [MWh] Calculated resolutions,Fossil gas [MWh] Calculated resolutions,Hydro pumped storage [MWh] Calculated resolutions,Other conventional [MWh] Calculated resolutions,Year
359,2015-12-26,2015-12-27,111494.5,24165.75,56392.0,556411.0,43835.25,3012.75,201245.0,189965.0,37606.5,34621.75,29421.75,72119.25,2015
360,2015-12-27,2015-12-28,110843.5,24614.0,52426.75,400234.0,38623.0,2985.75,250673.0,244359.75,48759.5,33069.5,16484.25,73011.5,2015
361,2015-12-28,2015-12-29,110683.0,24900.0,38687.5,159962.5,41696.0,3632.75,252708.5,340855.75,155852.75,44635.75,31696.75,93745.75,2015
362,2015-12-29,2015-12-30,111826.5,24584.75,55179.0,257706.75,32623.75,3976.75,251416.0,335639.0,177313.5,47814.75,29363.5,85070.5,2015
363,2015-12-30,2015-12-31,112762.0,23792.75,54911.5,251939.0,27268.5,3880.25,251906.75,332966.25,149061.25,47178.25,20556.5,88383.0,2015
364,2015-12-31,2016-01-01,109917.0,23849.5,60106.5,258919.5,20224.25,3811.75,249009.5,304085.75,114063.25,46143.75,20435.25,88739.5,2015
365,2016-01-01,2016-01-02,110686.75,24758.75,21020.75,86528.25,18562.75,4380.25,252942.75,361983.25,120139.25,47647.0,20841.0,79025.0,2016
366,2016-01-02,2016-01-03,110221.5,25084.75,64458.0,341620.25,9403.5,4113.75,248804.75,303554.0,80671.75,46823.25,19540.5,85479.0,2016
367,2016-01-03,2016-01-04,109189.75,25720.25,63146.75,356507.75,13518.5,4203.5,251785.75,310616.5,73569.0,48986.25,19351.5,75070.0,2016
368,2016-01-04,2016-01-05,109618.5,29636.5,63842.25,233462.5,10079.0,4298.25,252100.0,381006.75,238157.5,85539.25,32037.75,134605.0,2016
369,2016-01-05,2016-01-06,109873.0,30292.0,62487.25,160886.25,12550.5,4408.25,254040.0,390902.75,318650.5,78214.0,27249.25,136950.5,2016
370,2016-01-06,2016-01-07,109286.5,27886.5,62393.75,104122.25,12592.25,4343.25,257284.0,374664.5,355182.75,89580.25,27954.75,140502.5,2016
371,2016-01-07,2016-01-08,109748.0,28245.25,64368.25,247711.25,14635.75,4361.5,244078.5,380160.0,324671.25,61108.5,24254.25,144127.25,2016
372,2016-01-08,2016-01-09,109877.75,29981.25,41995.25,440490.25,40971.25,4139.5,249881.0,343586.0,257393.0,62457.25,22940.5,130434.75,2016
373,2016-01-09,2016-01-10,110455.25,32810.75,38656.0,163748.75,23890.0,4397.25,256700.0,368733.75,270182.0,53872.75,17931.5,106833.75,2016
374,2016-01-10,2016-01-11,110469.0,33901.0,58803.5,294443.0,18899.5,4243.25,254729.0,357635.5,95983.5,42628.5,13018.25,90580.5,2016
375,2016-01-11,2016-01-12,109892.75,35093.0,29980.25,172182.75,10177.5,4383.5,256440.0,427319.75,301029.75,72924.5,25818.75,135329.5,2016
376,2016-01-12,2016-01-13,110465.5,36496.0,25906.5,277630.75,15133.75,4419.5,256229.75,420982.0,315690.75,61737.75,28483.75,152240.5,2016
377,2016-01-13,2016-01-14,109818.5,35433.75,26409.0,320110.25,12163.0,4483.25,255935.5,412841.0,339551.0,76435.25,19172.75,152720.25,2016
378,2016-01-14,2016-01-15,110655.0,34112.75,26714.5,210985.0,44550.0,4525.75,256939.0,421748.75,364613.75,86748.25,22931.75,153528.75,2016
379,2016-01-15,2016-01-16,111080.75,33658.25,19333.0,140966.5,8688.75,4523.75,257402.0,429090.75,382305.75,101164.25,36956.0,156870.75,2016
380,2016-01-16,2016-01-17,111486.75,33160.5,26024.5,108512.5,8772.75,4514.5,256962.0,437865.5,329687.5,56684.0,18267.5,122146.25,2016
381,2016-01-17,2016-01-18,111516.25,30414.5,22668.75,88703.25,8732.0,4546.25,256957.0,440770.25,287090.25,60054.25,18192.25,118023.0,2016
382,2016-01-18,2016-01-19,111055.25,29568.25,28262.5,58690.5,19420.5,4554.25,258455.25,438116.5,405098.5,145294.25,36060.5,160583.75,2016
383,2016-01-19,2016-01-20,110424.0,31477.25,39264.25,131615.75,20783.0,4546.75,258065.75,422071.75,426636.5,162321.75,32145.75,162567.25,2016
384,2016-01-20,2016-01-21,110070.0,32575.25,13905.75,104564.25,14240.25,4548.0,257591.5,427044.75,412243.0,175295.25,37337.75,175381.5,2016
385,2016-01-21,2016-01-22,110495.25,34787.75,15289.75,30331.25,19336.5,4567.25,252507.5,426521.0,365688.25,179287.25,44673.25,160132.0,2016
386,2016-01-22,2016-01-23,110378.5,33339.75,47906.25,150193.0,35197.75,4514.5,257697.75,416369.75,361371.0,143024.75,28572.0,162207.75,2016
387,2016-01-23,2016-01-24,110558.5,29399.75,37202.0,247503.5,10632.5,4490.25,256597.0,401969.25,268471.5,60966.0,17703.25,115178.25,2016
388,2016-01-24,2016-01-25,110465.5,28022.5,56633.0,204481.75,17407.0,4512.75,254585.25,386362.25,192581.5,56246.5,10182.5,107358.0,2016
389,2016-01-25,2016-01-26,109640.75,28610.5,56678.25,253673.0,33784.25,4462.25,249124.25,388462.25,305850.25,87316.0,29210.75,133134.0,2016
390,2016-01-26,2016-01-27,108486.25,29769.25,62379.5,421768.75,41686.75,4200.5,240095.0,373011.75,233992.0,72565.75,21520.0,123058.25,2016
391,2016-01-27,2016-01-28,108157.75,31328.5,57138.0,608016.25,24514.0,3991.75,239892.5,323030.75,152294.25,47472.0,18366.0,106767.5,2016
392,2016-01-28,2016-01-29,109355.25,32810.25,64589.75,416045.0,36614.5,4249.25,242685.75,354507.75,233297.75,62521.25,33682.75,124937.5,2016
393,2016-01-29,2016-01-30,110950.25,33850.5,63989.75,582146.0,49518.5,4444.25,240177.0,308388.75,128523.0,49680.25,18796.0,106942.5,2016
394,2016-01-30,2016-01-31,111533.0,33984.0,65480.5,618684.5,27900.5,3636.75,243614.5,256915.25,62034.0,42533.75,25536.25,103415.25,2016
395,2016-01-31,2016-02-01,111900.0,37475.75,59400.0,443345.75,19957.5,3542.5,243064.75,276425.5,62929.75,39254.0,20276.5,98607.75,2016
396,2016-02-01,2016-02-02,111992.5,43912.0,48074.5,504298.0,14783.5,3701.25,249591.75,329838.75,135228.25,50818.25,31752.0,120489.5,2016
397,2016-02-02,2016-02-03,111682.0,42240.0,48937.0,653291.25,25385.5,3367.75,247145.75,284067.0,83527.25,50498.25,33589.75,110238.75,2016
398,2016-02-03,2016-02-04,111820.0,40038.0,62151.75,485201.25,30858.25,3705.25,253649.0,314582.5,184436.75,53958.5,26738.5,114502.75,2016
399,2016-02-04,2016-02-05,112532.75,39825.25,37613.25,340832.25,15194.75,3960.0,255790.5,373965.0,311496.75,52346.25,29287.0,141187.5,2016
400,2016-02-05,2016-02-06,112898.75,40050.25,46324.5,220825.25,22660.75,4542.25,252913.25,397035.25,322898.75,63003.5,27807.5,139189.5,2016
401,2016-02-06,2016-02-07,113074.0,39580.75,64381.25,344605.5,60223.0,4157.5,250880.75,358608.75,67509.5,40601.25,18875.75,100019.25,2016
402,2016-02-07,2016-02-08,113249.0,38016.5,66275.25,455016.75,38073.0,3321.0,239439.25,280946.75,44267.5,35083.5,21466.0,96805.5,2016
403,2016-02-08,2016-02-09,112635.75,37469.5,65496.75,682469.5,32281.0,3420.75,240921.25,266421.5,81301.25,45073.5,26452.0,107342.75,2016
404,2016-02-09,2016-02-10,112818.0,39282.25,47099.25,575170.0,22973.5,3716.5,239952.75,304482.0,163769.5,47681.5,27787.25,110989.0,2016
405,2016-02-10,2016-02-11,112818.75,40856.5,33983.0,379021.25,28640.75,3906.0,253371.25,390875.5,244308.75,62279.25,30386.0,136278.75,2016
406,2016-02-11,2016-02-12,113161.0,40062.25,28528.5,302371.5,44044.25,3876.5,255073.75,403518.5,272767.75,67246.5,24676.5,139676.0,2016
407,2016-02-12,2016-02-13,113136.0,37955.25,3484.5,85501.0,66407.75,4378.5,255284.5,448999.5,332738.75,77117.25,26371.25,137013.75,2016
408,2016-02-13,2016-02-14,113120.5,36817.0,26451.0,131809.75,49372.0,4378.0,254923.5,427278.5,198562.75,55270.5,16417.25,111485.75,2016
409,2016-02-14,2016-02-15,112589.25,36899.0,65868.75,225743.5,26909.75,4100.5,251137.0,388116.75,115407.5,51267.0,19174.5,93045.75,2016
410,2016-02-15,2016-02-16,111625.75,37500.0,44282.25,174019.25,23474.0,4344.0,254694.75,425864.25,313748.75,60877.0,27473.25,142171.25,2016
411,2016-02-16,2016-02-17,112350.0,39383.0,12293.25,63667.75,47474.25,4351.25,255505.0,433875.0,375842.25,99837.25,33611.0,148271.5,2016
412,2016-02-17,2016-02-18,111688.25,38232.25,45524.75,157294.25,44220.5,4349.75,254908.75,430432.0,330359.25,78268.0,21776.5,137863.75,2016
413,2016-02-18,2016-02-19,112250.0,38175.75,25063.5,57410.5,63591.75,4380.75,254961.25,422491.5,359792.75,81658.0,24652.0,143875.75,2016
414,2016-02-19,2016-02-20,112579.0,38882.75,27347.0,83383.5,35426.75,4370.75,254582.5,426329.0,355744.75,71563.5,27114.75,148493.75,2016
415,2016-02-20,2016-02-21,112753.75,37397.5,69424.5,535350.0,17515.5,3505.5,245381.5,321809.0,67709.5,43629.75,15483.25,98225.0,2016
416,2016-02-21,2016-02-22,112769.25,41962.5,56880.25,581942.75,22521.0,3034.25,227532.5,251847.0,40358.0,33878.0,16584.75,97533.5,2016
417,2016-02-22,2016-02-23,112300.5,41294.25,65445.0,496595.5,50116.0,3626.5,231379.25,343842.5,161301.0,47026.75,25118.0,112144.5,2016
418,2016-02-23,2016-02-24,112313.0,39500.5,60160.75,239066.0,37722.75,4341.75,248525.0,398033.25,274311.0,56684.75,34251.25,129311.25,2016
419,2016-02-24,2016-02-25,112666.0,40340.5,47084.0,217500.5,74176.0,4396.5,250473.5,361709.75,312357.75,66436.5,23339.25,129697.75,2016
420,2016-02-25,2016-02-26,112412.5,38813.75,33413.5,129905.75,60593.75,4410.0,251915.75,364683.75,361093.5,74759.0,28450.0,138086.75,2016
421,2016-02-26,2016-02-27,112458.25,39338.0,10994.75,83341.5,77859.5,4472.75,254315.25,352508.5,375639.5,73232.25,24810.0,148830.75,2016
422,2016-02-27,2016-02-28,112727.5,36071.75,704.0,112073.25,110026.0,4522.75,230187.75,348002.5,214681.0,47251.5,11051.25,114016.0,2016
423,2016-02-28,2016-02-29,113266.75,33806.0,7203.25,177703.75,71204.0,4520.5,250831.5,365925.5,135284.25,43551.75,13534.0,96533.75,2016
424,2016-02-29,2016-03-01,112854.75,34689.25,5621.0,245315.5,43417.25,4503.25,253515.75,385860.0,292513.0,54100.0,25531.25,145610.0,2016
425,2016-03-01,2016-03-02,112614.0,48689.75,51356.0,184072.0,47931.25,4696.75,252443.25,399896.0,317231.75,48516.5,29486.0,163874.25,2016
426,2016-03-02,2016-03-03,112508.0,47366.75,32211.0,337946.5,33766.75,4590.0,251264.25,376518.5,290879.25,46019.25,22557.5,141416.0,2016
427,2016-03-03,2016-03-04,111640.25,52322.5,9419.25,97876.5,52007.25,4590.25,253105.75,379917.5,364701.75,62646.25,29912.75,160451.25,2016
428,2016-03-04,2016-03-05,112876.0,49038.75,42744.25,237401.0,74040.0,4696.25,252125.75,368784.0,273244.25,47429.75,16844.0,128135.75,2016
429,2016-03-05,2016-03-06,113388.0,49431.25,15705.75,77219.75,41605.0,4775.25,253190.25,335627.5,228534.0,46540.0,21346.0,115749.0,2016
430,2016-03-06,2016-03-07,113225.75,50338.25,11269.5,104469.5,49202.5,4773.0,252651.75,311750.0,186812.5,42691.75,13570.5,100966.75,2016
431,2016-03-07,2016-03-08,112923.75,48039.75,9414.5,52878.0,72459.75,4777.75,254076.25,366657.5,360375.0,78728.25,28927.5,151038.25,2016
432,2016-03-08,2016-03-09,112321.5,48090.5,11066.0,55098.75,75800.0,4755.75,254217.25,389359.25,390249.0,84352.25,26495.75,164774.5,2016
433,2016-03-09,2016-03-10,111826.0,45100.0,41257.75,197477.75,119005.25,4681.75,251684.5,383331.0,294332.0,45100.25,21444.5,149601.25,2016
434,2016-03-10,2016-03-11,112550.25,45054.0,20936.5,106896.5,96695.0,4675.75,253020.75,386451.25,315717.0,47489.75,19875.75,155365.5,2016
435,2016-03-11,2016-03-12,113929.0,46830.5,8463.5,85351.5,68224.25,4773.0,253240.5,372470.25,303298.0,56068.5,27535.0,157134.75,2016
436,2016-03-12,2016-03-13,113641.25,45171.75,5296.5,81123.25,62817.25,4758.25,253134.0,314122.0,228728.25,41377.25,13804.25,122255.25,2016
437,2016-03-13,2016-03-14,113794.0,43555.5,3533.75,130389.25,61351.75,4807.0,251474.0,262717.0,138329.0,37905.0,11706.5,86063.25,2016
438,2016-03-14,2016-03-15,112978.75,44000.0,3299.25,91215.5,132421.5,4734.25,252275.0,301978.25,263415.25,49055.0,21426.25,132790.0,2016
439,2016-03-15,2016-03-16,111620.5,45678.0,16720.25,139956.5,35239.25,4740.5,252572.75,381320.0,320574.0,64263.5,30646.25,152310.75,2016
440,2016-03-16,2016-03-17,112162.0,43598.0,12016.0,248274.0,108366.0,4618.5,250850.5,405926.5,275930.25,48557.5,20540.25,146452.5,2016
441,2016-03-17,2016-03-18,112067.5,42144.75,12397.25,69682.25,157922.25,4497.25,251437.75,415478.0,310959.0,50339.0,22710.0,146308.5,2016
442,2016-03-18,2016-03-19,113199.0,42014.75,31990.75,106601.5,111764.25,4672.0,250757.5,412568.25,302563.0,47870.5,22555.25,145453.75,2016
443,2016-03-19,2016-03-20,113575.5,39296.75,38037.75,84271.25,74603.25,4691.0,249340.5,388080.75,250226.0,44210.75,9537.75,123533.5,2016
444,2016-03-20,2016-03-21,113149.25,38851.75,53805.5,235849.25,63358.25,4744.25,247908.5,361798.5,123658.25,39840.5,15981.5,98353.5,2016
445,2016-03-21,2016-03-22,112442.75,39665.75,58318.5,265770.25,62179.75,4430.25,247234.0,371226.75,267189.75,43962.0,23090.0,125518.0,2016
446,2016-03-22,2016-03-23,112923.0,40048.0,30214.5,155450.25,69933.75,4701.5,249337.0,397408.25,315145.0,57667.5,24756.75,156337.0,2016
447,2016-03-23,2016-03-24,112603.5,40730.5,23748.0,115957.0,62734.25,4690.0,249526.5,393501.0,334611.25,59662.75,21999.25,155439.0,2016
448,2016-03-24,2016-03-25,112901.0,38286.25,12120.75,61611.5,72095.5,4777.75,248744.25,394643.25,326431.0,59069.0,27145.0,151744.5,2016
449,2016-03-25,2016-03-26,113954.75,37445.75,24114.75,156888.0,34324.5,4694.75,248440.25,367292.25,221260.0,35089.75,18772.75,116065.75,2016
450,2016-03-26,2016-03-27,112829.75,41453.25,43843.25,190213.75,126358.25,4368.75,240905.5,324687.0,68446.75,31435.75,14077.25,317401.0,2016
451,2016-03-27,2016-03-28,108545.75,39207.75,56903.5,332887.0,88525.75,3668.5,209383.5,206621.5,41927.25,24501.0,21371.25,367124.25,2016
452,2016-03-28,2016-03-29,113004.75,41109.25,63808.25,434391.5,93273.0,3782.0,219000.75,197570.25,43811.0,26483.75,16374.0,287259.75,2016
453,2016-03-29,2016-03-30,112896.5,41896.75,48554.5,384218.5,106980.25,4101.25,245298.5,309139.75,140271.75,33192.25,28518.75,105982.0,2016
454,2016-03-30,2016-03-31,112622.5,42087.75,47656.25,265739.25,69885.75,4268.5,244372.5,359132.75,239800.25,49283.0,19620.25,139840.25,2016
455,2016-03-31,2016-04-01,112589.0,43938.25,13070.25,96523.25,89281.75,4290.75,244212.0,386953.5,280741.75,57222.75,25107.0,158445.5,2016
456,2016-04-01,2016-04-02,113493.25,48267.25,8470.0,88797.5,105434.0,4374.0,239687.5,370026.75,287695.0,52905.75,27590.25,159999.25,2016
457,2016-04-02,2016-04-03,113428.5,50973.5,21332.0,152470.75,141476.5,4251.5,212786.0,308545.0,153907.5,27641.0,16651.0,94920.75,2016
458,2016-04-03,2016-04-04,112661.25,49844.75,22719.75,90055.0,124607.5,3857.0,210349.0,310557.0,102046.0,24880.25,17438.25,76135.75,2016
459,2016-04-04,2016-04-05,110338.5,49866.0,32033.0,109277.0,114353.75,3770.5,211473.0,357765.25,282585.5,43091.0,23764.5,120069.25,2016
460,2016-04-05,2016-04-06,107967.75,53916.0,17815.25,106046.75,97347.0,3753.25,212381.5,364199.75,307139.5,46923.5,24304.5,133061.0,2016
461,2016-04-06,2016-04-07,111459.75,53761.0,54423.75,349582.75,111123.0,3887.25,210622.5,351037.75,182539.25,29343.25,21461.75,113851.0,2016
462,2016-04-07,2016-04-08,111664.25,53854.0,65991.0,312922.25,95246.5,3916.5,195900.25,333128.75,257622.0,29111.25,22830.75,104261.0,2016
463,2016-04-08,2016-04-09,111810.75,52395.5,15144.75,90483.0,112624.0,3934.0,175048.25,368480.75,324002.0,49719.5,30193.25,103475.0,2016
464,2016-04-09,2016-04-10,112856.75,50688.5,14147.0,48373.0,114946.0,3879.25,160680.0,369278.0,223270.5,31056.25,12310.5,84114.75,2016
465,2016-04-10,2016-04-11,112500.0,48837.5,36290.0,118200.25,128074.5,3970.25,156727.25,339604.0,108348.5,30933.5,9650.75,71330.0,2016
466,2016-04-11,2016-04-12,111634.5,47966.0,57293.75,181478.75,159551.75,4025.0,158990.25,358421.0,220523.0,28421.75,23022.75,112184.75,2016
467,2016-04-12,2016-04-13,111464.0,50455.5,36465.0,73035.0,125520.5,3951.75,159061.25,381994.25,321293.25,57141.0,24629.75,123547.5,2016
468,2016-04-13,2016-04-14,111583.25,53339.0,4791.75,43180.0,105104.75,4044.25,159117.25,388381.25,342649.0,63856.75,27615.0,138707.0,2016
469,2016-04-14,2016-04-15,111926.75,54487.25,2021.75,51601.25,125471.25,4107.5,158484.25,415444.75,315157.5,61007.25,23167.25,135899.25,2016
470,2016-04-15,2016-04-16,111938.25,53106.5,4529.75,202050.5,77301.5,4127.25,158861.0,402585.5,231930.5,51462.75,24496.25,118077.5,2016
471,2016-04-16,2016-04-17,111537.75,53024.5,34536.0,294114.0,94122.5,4069.5,153383.75,328495.75,78456.25,24488.75,16308.5,86377.0,2016
472,2016-04-17,2016-04-18,113462.5,52146.25,46440.5,154027.0,87316.25,3821.75,157111.25,317442.0,68969.0,20685.5,16726.5,71995.75,2016
473,2016-04-18,2016-04-19,111861.25,62492.75,56209.25,196635.25,119691.75,4061.75,158541.25,368675.5,181180.0,43769.25,30284.5,105886.75,2016
474,2016-04-19,2016-04-20,109572.5,62333.5,55823.75,344897.5,127561.5,3989.75,155570.0,357682.5,155684.75,31107.5,19508.75,99860.5,2016
475,2016-04-20,2016-04-21,109124.25,58953.0,25573.5,176335.75,191526.25,4129.25,155722.75,378021.25,187512.75,34148.0,18352.5,108270.5,2016
476,2016-04-21,2016-04-22,109593.75,59888.5,13348.5,82554.75,208647.75,4061.5,157871.0,387062.75,257442.25,34745.0,24625.25,108735.25,2016
477,2016-04-22,2016-04-23,109799.75,58160.5,31435.25,128681.75,171501.0,4018.25,157003.0,390126.75,259017.25,33391.75,18304.0,119898.25,2016
478,2016-04-23,2016-04-24,110404.0,56448.75,31694.5,160853.75,89697.0,4078.0,156366.5,343781.25,160884.5,25669.0,15814.25,88974.75,2016
479,2016-04-24,2016-04-25,112137.5,57432.75,20169.75,162649.75,136642.25,4192.0,153888.5,290291.25,95535.5,26619.0,21987.0,84900.5,2016
480,2016-04-25,2016-04-26,111452.5,56738.0,18710.25,223380.5,119736.0,4204.0,157724.5,371056.0,248545.75,37531.25,25084.25,124692.75,2016
481,2016-04-26,2016-04-27,109394.5,56667.5,13357.5,257021.0,96568.0,4094.0,157791.75,356867.75,304330.75,42850.0,31308.75,136667.0,2016
482,2016-04-27,2016-04-28,109599.0,56803.75,42500.5,353589.5,106075.25,3884.0,157500.0,358183.5,263538.5,40504.25,19505.0,131865.25,2016
483,2016-04-28,2016-04-29,109992.5,55200.25,17098.0,175709.0,146864.5,3943.75,157431.25,367155.75,310763.75,40149.25,29037.0,147660.25,2016
484,2016-04-29,2016-04-30,109552.0,53880.5,54443.5,242445.75,161029.75,4176.5,156389.25,347735.0,258772.5,37273.0,25317.75,129529.25,2016
485,2016-04-30,2016-05-01,109497.0,50412.25,32769.75,117954.25,156373.25,3919.25,154991.25,360419.0,177960.5,30534.5,16469.25,80078.0,2016
486,2016-05-01,2016-05-02,109409.75,49209.25,2557.0,189391.25,147930.75,3762.5,150175.25,326704.75,103239.5,28863.25,10666.0,84400.75,2016
487,2016-05-02,2016-05-03,109227.0,55545.75,22377.75,58045.75,197182.75,3848.0,154578.5,377271.0,239682.0,35018.0,28867.0,109091.25,2016
488,2016-05-03,2016-05-04,109305.25,53269.0,28072.25,181848.75,139148.75,3628.75,154143.25,372710.0,252736.5,38724.0,19047.75,121160.75,2016
489,2016-05-04,2016-05-05,110393.25,54802.25,4895.75,85465.5,174183.25,3917.5,153574.0,366351.25,290433.75,37846.25,20989.5,124438.0,2016
490,2016-05-05,2016-05-06,110590.0,51464.75,19025.25,116279.25,212709.5,3888.75,151967.75,309311.75,94293.5,31345.5,19741.25,74996.75,2016
491,2016-05-06,2016-05-07,109824.5,48945.0,44026.25,208298.5,217568.25,3681.75,150770.75,311766.0,91100.0,31675.75,24713.25,85823.0,2016
492,2016-05-07,2016-05-08,109136.0,49841.25,50785.25,262491.25,215961.5,3513.25,148773.0,250450.5,67184.5,23484.25,23513.0,69764.5,2016
493,2016-05-08,2016-05-09,108159.25,49202.75,54632.25,344521.5,217820.0,3492.75,137526.75,193517.75,41742.75,22661.75,19986.0,71509.25,2016
494,2016-05-09,2016-05-10,107845.0,53184.25,53627.5,314632.75,207426.25,3557.75,151000.75,314515.75,122129.5,34413.0,32849.75,96414.25,2016
495,2016-05-10,2016-05-11,107657.0,56320.5,47679.5,220305.25,157709.75,3567.75,151164.5,339797.0,216479.5,44024.25,29387.25,110926.5,2016
496,2016-05-11,2016-05-12,107912.5,58561.75,55565.25,240473.5,180637.75,3615.5,151620.25,342101.5,201656.25,29200.75,22662.0,100593.5,2016
497,2016-05-12,2016-05-13,107713.25,62448.75,46709.75,292183.25,129859.25,3495.5,166812.0,341897.75,211246.5,36096.0,26843.25,106332.75,2016
498,2016-05-13,2016-05-14,108374.5,64730.5,32104.75,181450.75,135923.75,3570.25,163802.75,331283.75,206462.0,38806.5,27422.0,102125.75,2016
499,2016-05-14,2016-05-15,108494.0,65913.0,56762.75,328700.5,132004.75,3554.0,151571.5,255211.0,41024.25,28211.25,20256.75,67493.0,2016
500,2016-05-15,2016-05-16,109561.0,64097.75,56444.25,341448.5,130934.75,3529.0,143438.25,200738.5,35382.0,21875.75,20909.25,67540.5,2016
501,2016-05-16,2016-05-17,110429.5,60937.0,34777.25,236067.5,115657.25,3700.25,164669.25,303197.5,57120.5,23698.5,19895.25,66468.0,2016
502,2016-05-17,2016-05-18,109131.25,62773.75,28152.5,181207.75,113156.0,3930.0,176455.0,331678.25,220532.0,46167.0,28840.5,115241.0,2016
503,2016-05-18,2016-05-19,108289.5,62885.25,10533.0,75549.5,151709.0,3708.0,174209.75,370619.25,248957.75,52414.25,23893.0,134725.25,2016
504,2016-05-19,2016-05-20,108266.75,62101.75,5495.0,52632.5,119794.75,3693.5,182014.0,367292.25,263706.75,61674.75,20560.5,143262.5,2016
505,2016-05-20,2016-05-21,107874.75,65779.25,30276.25,154591.25,144397.5,3546.25,182825.5,366064.25,212594.5,50162.75,21507.25,133119.5,2016
506,2016-05-21,2016-05-22,107843.25,62399.25,25773.0,94387.75,186839.5,3460.0,173919.75,334440.25,85412.75,31552.5,22867.25,81056.75,2016
507,2016-05-22,2016-05-23,106279.75,58471.0,16866.5,203846.75,185443.0,3431.75,151931.75,274644.5,57755.0,21410.75,16527.0,67805.25,2016
508,2016-05-23,2016-05-24,106220.5,64212.75,27120.25,142368.25,83885.0,3609.0,154813.0,338460.0,256444.25,50008.75,23259.25,135305.75,2016
509,2016-05-24,2016-05-25,106240.0,68603.5,32180.5,166278.0,57671.0,3493.5,157058.25,355034.0,276709.75,64794.5,15788.0,142821.5,2016
510,2016-05-25,2016-05-26,107047.75,68062.0,2810.75,27372.75,100660.25,3502.0,155646.75,369558.25,308450.75,68637.75,18606.5,153954.0,2016
511,2016-05-26,2016-05-27,107649.25,67019.25,1749.25,16823.75,169097.0,3607.0,154057.0,359049.25,234677.0,47435.25,16860.5,111309.25,2016
512,2016-05-27,2016-05-28,107982.75,66020.0,3824.5,31468.0,143397.25,3655.5,153578.25,356670.25,250046.75,36112.25,21398.25,126065.25,2016
513,2016-05-28,2016-05-29,107597.25,68544.25,14949.5,60362.5,160592.75,3476.5,151348.75,334549.25,117061.25,31028.5,15825.5,78713.5,2016
514,2016-05-29,2016-05-30,107146.5,67891.25,33785.5,123694.75,124927.0,3472.0,151030.0,304332.0,50021.5,29537.5,18435.0,68418.75,2016
515,2016-05-30,2016-05-31,106097.0,68335.25,57786.5,194424.75,121134.0,3592.0,152052.0,326797.25,196987.0,39900.0,26658.5,96823.0,2016
516,2016-05-31,2016-06-01,106356.0,65191.0,35602.5,81006.5,141403.0,3624.0,153103.0,332836.5,275519.0,51448.25,23369.0,142501.75,2016
517,2016-06-01,2016-06-02,105016.25,62157.0,47218.5,122098.5,99115.25,3543.75,160512.0,331599.0,264050.0,51656.5,24983.25,133714.5,2016
518,2016-06-02,2016-06-03,104211.75,62645.0,47735.0,66561.75,119311.25,3623.75,182005.25,322982.0,261790.5,49008.75,26830.25,124180.75,2016
519,2016-06-03,2016-06-04,105069.75,63572.75,17145.5,84538.0,135721.75,3509.75,184193.5,335876.5,258150.0,38276.5,22243.5,115413.0,2016
520,2016-06-04,2016-06-05,104637.0,64512.5,7330.25,47918.25,163818.75,3170.75,184038.0,321000.0,146750.0,27335.5,20538.75,73985.0,2016
521,2016-06-05,2016-06-06,103753.75,63870.5,10500.5,38721.0,169854.0,3197.5,180632.25,294398.5,89332.25,26826.75,17710.75,64002.75,2016
522,2016-06-06,2016-06-07,103843.25,64374.75,4012.0,60352.75,217344.25,3168.75,187348.75,292338.5,265994.25,31041.25,20345.75,113776.75,2016
523,2016-06-07,2016-06-08,103798.75,65486.75,3606.0,46855.25,214922.0,3172.5,211812.5,317787.5,288597.25,29285.75,20422.0,110592.75,2016
524,2016-06-08,2016-06-09,103463.0,66058.75,37328.75,120507.25,160186.0,3180.0,215021.5,339409.75,258299.75,30457.25,17489.75,108638.0,2016
525,2016-06-09,2016-06-10,105055.5,63488.75,20119.5,78251.25,155236.5,3170.75,215292.75,338456.0,259155.25,43416.75,19737.25,122270.5,2016
526,2016-06-10,2016-06-11,105751.0,60473.5,27432.75,126094.5,220841.75,3150.75,214986.0,325747.75,181939.5,29470.25,21666.25,96659.5,2016
527,2016-06-11,2016-06-12,105772.75,64158.5,5472.0,34276.25,134774.5,3207.5,187133.0,321437.0,169692.0,26971.75,13507.25,71865.25,2016
528,2016-06-12,2016-06-13,105388.5,65891.25,22689.0,63345.0,120360.0,3184.5,183028.25,321689.75,76925.5,26576.25,15600.0,67842.5,2016
529,2016-06-13,2016-06-14,105682.5,68427.75,32052.0,77039.0,116441.5,3160.0,183403.0,343395.0,260425.75,47377.25,25541.5,115328.25,2016
530,2016-06-14,2016-06-15,105414.0,67328.0,12707.75,57016.5,135005.75,3158.0,183581.25,328483.75,312349.5,50241.75,24881.75,138868.75,2016
531,2016-06-15,2016-06-16,105410.5,64440.0,740.25,51433.0,142131.75,3120.0,183380.25,333593.25,322621.5,52450.75,27655.25,140115.0,2016
532,2016-06-16,2016-06-17,105665.25,64894.25,171.5,33995.0,136231.25,3061.5,207459.0,352107.75,323073.0,36293.0,23015.25,93001.5,2016
