Start date;End date;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions
Sep 14, 2018;Sep 15, 2018;1,395,662.25;1,158,046.50;30,521.75
Sep 15, 2018;Sep 16, 2018;1,196,929.50;818,123.50;32,985.50
Sep 16, 2018;Sep 17, 2018;1,078,562.00;746,725.75;47,455.75
Sep 17, 2018;Sep 18, 2018;1,380,067.00;1,085,573.75;23,681.75
Sep 18, 2018;Sep 19, 2018;1,458,378.25;940,813.00;42,128.00
Sep 19, 2018;Sep 20, 2018;1,467,361.50;981,209.25;46,447.50
Sep 20, 2018;Sep 21, 2018;1,462,297.25;990,654.50;43,675.50
Sep 21, 2018;Sep 22, 2018;1,491,415.25;688,203.00;39,015.50
Sep 22, 2018;Sep 23, 2018;1,252,920.75;569,364.50;54,203.25
Sep 23, 2018;Sep 24, 2018;1,137,557.75;733,552.25;29,796.75
Sep 24, 2018;Sep 25, 2018;1,452,394.75;703,687.50;55,714.50
Sep 25, 2018;Sep 26, 2018;1,436,075.75;1,090,933.00;22,038.75
Sep 26, 2018;Sep 27, 2018;1,487,079.75;855,049.00;45,372.75
Sep 27, 2018;Sep 28, 2018;1,466,397.00;994,910.25;38,589.00
Sep 28, 2018;Sep 29, 2018;1,460,137.25;968,574.50;40,192.25
Sep 29, 2018;Sep 30, 2018;1,217,443.25;858,124.25;29,931.75
Sep 30, 2018;Oct 1, 2018;1,115,957.00;741,930.75;45,651.25
Oct 1, 2018;Oct 2, 2018;1,413,945.50;1,015,583.75;35,269.50
Oct 2, 2018;Oct 3, 2018;1,483,511.75;760,676.25;31,908.25
Oct 3, 2018;Oct 4, 2018;1,233,294.50;512,395.50;56,900.75
Oct 4, 2018;Oct 5, 2018;1,407,901.50;1,081,350.00;20,957.50
Oct 5, 2018;Oct 6, 2018;1,410,514.75;1,028,778.50;39,775.25
Oct 6, 2018;Oct 7, 2018;1,205,629.25;901,142.25;19,634.50
Oct 7, 2018;Oct 8, 2018;1,108,174.75;791,643.75;45,755.50
Oct 8, 2018;Oct 9, 2018;1,408,164.00;1,097,407.75;39,475.75
Oct 9, 2018;Oct 10, 2018;1,433,255.00;1,157,244.00;38,265.75
Oct 10, 2018;Oct 11, 2018;1,440,100.25;1,073,410.00;36,950.50
Oct 11, 2018;Oct 12, 2018;1,475,531.25;955,876.50;39,526.00
Oct 12, 2018;Oct 13, 2018;1,444,114.00;980,802.50;30,425.00
Oct 13, 2018;Oct 14, 2018;1,221,588.00;730,360.75;32,507.00
Oct 14, 2018;Oct 15, 2018;1,139,087.25;592,121.75;58,755.25
Oct 15, 2018;Oct 16, 2018;1,416,681.75;1,117,295.50;23,842.75
Oct 16, 2018;Oct 17, 2018;1,433,658.75;1,274,602.75;35,183.50
Oct 17, 2018;Oct 18, 2018;1,435,511.25;1,266,075.50;33,023.50
Oct 18, 2018;Oct 19, 2018;1,457,236.25;1,225,738.50;33,326.50
Oct 19, 2018;Oct 20, 2018;1,426,139.00;1,281,681.75;26,264.25
Oct 20, 2018;Oct 21, 2018;1,249,909.50;1,050,927.50;28,555.25
Oct 21, 2018;Oct 22, 2018;1,159,394.75;919,245.50;37,844.50
Oct 22, 2018;Oct 23, 2018;1,489,188.25;1,088,825.25;31,185.00
Oct 23, 2018;Oct 24, 2018;1,577,026.50;723,129.50;44,779.00
Oct 24, 2018;Oct 25, 2018;1,561,378.50;831,621.25;36,921.75
Oct 25, 2018;Oct 26, 2018;1,543,489.00;905,634.50;40,400.75
Oct 26, 2018;Oct 27, 2018;1,495,078.75;1,039,475.00;34,377.50
Oct 27, 2018;Oct 28, 2018;1,300,763.75;879,799.00;33,850.50
Oct 28, 2018;Oct 29, 2018;1,262,331.00;764,039.00;35,676.00
Oct 29, 2018;Oct 30, 2018;1,539,530.75;954,988.50;38,711.50
Oct 30, 2018;Oct 31, 2018;1,549,748.50;787,852.75;40,625.50
Oct 31, 2018;Nov 1, 2018;1,459,683.00;921,594.00;38,248.00
Nov 1, 2018;Nov 2, 2018;1,323,925.00;984,289.25;42,701.75
Nov 2, 2018;Nov 3, 2018;1,401,331.75;1,015,238.75;32,979.00
Nov 3, 2018;Nov 4, 2018;1,248,011.00;1,033,254.50;29,476.25
Nov 4, 2018;Nov 5, 2018;1,160,766.00;943,200.00;33,877.25
Nov 5, 2018;Nov 6, 2018;1,457,748.75;1,202,302.00;33,473.75
Nov 6, 2018;Nov 7, 2018;1,498,110.75;1,185,882.00;35,412.50
Nov 7, 2018;Nov 8, 2018;1,513,343.75;1,157,333.50;30,004.00
Nov 8, 2018;Nov 9, 2018;1,495,108.25;1,272,129.25;29,581.00
Nov 9, 2018;Nov 10, 2018;1,478,050.25;1,208,103.00;27,893.50
Nov 10, 2018;Nov 11, 2018;1,307,786.50;778,358.25;35,244.25
Nov 11, 2018;Nov 12, 2018;1,193,266.75;615,316.00;53,301.25
Nov 12, 2018;Nov 13, 2018;1,467,086.50;1,101,435.50;17,580.50
Nov 13, 2018;Nov 14, 2018;1,519,771.75;1,015,718.50;36,112.50
Nov 14, 2018;Nov 15, 2018;1,526,943.50;1,229,572.00;27,706.75
Nov 15, 2018;Nov 16, 2018;1,526,596.25;1,300,915.00;32,417.25
Nov 16, 2018;Nov 17, 2018;1,531,437.75;1,092,517.75;37,836.25
Nov 17, 2018;Nov 18, 2018;1,367,613.25;829,415.75;25,507.50
Nov 18, 2018;Nov 19, 2018;1,221,708.00;789,921.25;21,428.50
Nov 19, 2018;Nov 20, 2018;1,562,177.25;877,252.75;28,849.25
Nov 20, 2018;Nov 21, 2018;1,602,985.50;835,546.25;35,084.25
Nov 21, 2018;Nov 22, 2018;1,580,617.00;1,155,227.50;26,670.75
Nov 22, 2018;Nov 23, 2018;1,565,325.00;1,351,777.00;32,092.00
Nov 23, 2018;Nov 24, 2018;1,533,748.25;1,404,334.75;32,277.25
Nov 24, 2018;Nov 25, 2018;1,328,340.75;1,200,435.50;21,124.50
Nov 25, 2018;Nov 26, 2018;1,235,955.00;1,044,808.25;36,983.00
Nov 26, 2018;Nov 27, 2018;1,531,656.75;1,270,651.75;35,380.75
Nov 27, 2018;Nov 28, 2018;1,568,345.50;1,413,241.00;32,164.75
Nov 28, 2018;Nov 29, 2018;1,634,473.25;1,077,969.00;30,236.25
Nov 29, 2018;Nov 30, 2018;1,607,136.50;916,908.00;37,724.75
Nov 30, 2018;Dec 1, 2018;1,572,675.50;1,105,210.00;27,627.75
Dec 1, 2018;Dec 2, 2018;1,350,096.25;879,519.00;35,252.50
Dec 2, 2018;Dec 3, 2018;1,260,112.00;598,870.25;42,331.50
Dec 3, 2018;Dec 4, 2018;1,541,288.00;914,853.25;34,452.25
Dec 4, 2018;Dec 5, 2018;1,578,583.75;1,045,969.50;40,036.50
Dec 5, 2018;Dec 6, 2018;1,601,111.75;1,228,778.00;37,944.50
Dec 6, 2018;Dec 7, 2018;1,609,762.50;1,103,424.50;35,163.25
Dec 7, 2018;Dec 8, 2018;1,584,534.00;795,116.25;38,274.75
Dec 8, 2018;Dec 9, 2018;1,387,887.00;369,166.25;39,293.25
Dec 9, 2018;Dec 10, 2018;1,277,133.50;376,950.00;48,045.75
Dec 10, 2018;Dec 11, 2018;1,594,612.75;725,687.75;32,858.75
Dec 11, 2018;Dec 12, 2018;1,609,102.00;1,089,320.50;33,046.00
Dec 12, 2018;Dec 13, 2018;1,593,505.25;1,409,973.00;31,835.50
Dec 13, 2018;Dec 14, 2018;1,610,019.75;1,326,051.00;42,918.50
Dec 14, 2018;Dec 15, 2018;1,592,772.00;1,410,265.75;37,300.00
Dec 15, 2018;Dec 16, 2018;1,404,042.50;1,126,379.25;35,911.75
Dec 16, 2018;Dec 17, 2018;1,316,068.75;992,057.50;41,590.50
Dec 17, 2018;Dec 18, 2018;1,548,509.00;1,348,549.25;27,311.50
Dec 18, 2018;Dec 19, 2018;1,585,184.00;1,222,805.50;36,946.00
Dec 19, 2018;Dec 20, 2018;1,591,685.00;1,106,982.75;41,777.50
Dec 20, 2018;Dec 21, 2018;1,522,804.25;1,133,088.00;23,458.25
Dec 21, 2018;Dec 22, 2018;1,450,843.25;702,560.75;46,925.00
Dec 22, 2018;Dec 23, 2018;1,258,125.50;705,941.00;31,707.00
Dec 23, 2018;Dec 24, 2018;1,158,698.75;737,377.50;44,077.75
Dec 24, 2018;Dec 25, 2018;1,153,483.50;781,147.50;33,148.75
Dec 25, 2018;Dec 26, 2018;1,125,262.00;555,896.25;50,680.25
Dec 26, 2018;Dec 27, 2018;1,136,838.50;698,387.75;19,410.00
Dec 27, 2018;Dec 28, 2018;1,282,547.75;967,900.25;32,385.50
Dec 28, 2018;Dec 29, 2018;1,278,521.50;1,023,154.00;32,282.75
Dec 29, 2018;Dec 30, 2018;1,247,909.00;722,339.75;19,521.25
Dec 30, 2018;Dec 31, 2018;1,148,488.25;544,486.50;53,567.75
Dec 31, 2018;Jan 1, 2019;1,163,679.50;921,646.75;23,689.50
Jan 1, 2019;Jan 2, 2019;1,097,118.75;277,423.25;53,621.00
Jan 2, 2019;Jan 3, 2019;1,388,494.25;667,815.25;36,221.25
Jan 3, 2019;Jan 4, 2019;1,466,308.25;1,149,137.00;24,179.75
Jan 4, 2019;Jan 5, 2019;1,486,876.25;946,013.50;25,817.75
Jan 5, 2019;Jan 6, 2019;1,315,755.00;696,985.25;48,002.75
Jan 6, 2019;Jan 7, 2019;1,207,037.75;941,073.50;29,471.00
Jan 7, 2019;Jan 8, 2019;1,525,289.00;1,073,074.50;32,610.50
Jan 8, 2019;Jan 9, 2019;1,605,658.75;628,103.00;46,107.75
Jan 9, 2019;Jan 10, 2019;1,625,614.00;834,322.00;31,925.25
Jan 10, 2019;Jan 11, 2019;1,583,216.00;1,388,650.75;29,461.75
Jan 11, 2019;Jan 12, 2019;1,609,084.00;1,108,308.25;31,769.00
Jan 12, 2019;Jan 13, 2019;1,371,654.25;643,046.50;31,288.00
Jan 13, 2019;Jan 14, 2019;1,280,320.50;372,295.50;37,548.75
Jan 14, 2019;Jan 15, 2019;1,566,660.25;699,586.50;30,738.50
Jan 15, 2019;Jan 16, 2019;1,607,072.25;762,045.25;39,886.00
Jan 16, 2019;Jan 17, 2019;1,607,242.00;844,305.25;40,923.50
Jan 17, 2019;Jan 18, 2019;1,624,894.00;855,285.75;38,855.25
Jan 18, 2019;Jan 19, 2019;1,561,664.00;1,258,804.25;16,942.25
Jan 19, 2019;Jan 20, 2019;1,362,419.00;1,162,977.75;37,969.00
Jan 20, 2019;Jan 21, 2019;1,279,862.75;1,163,686.75;21,662.00
Jan 21, 2019;Jan 22, 2019;1,600,868.75;1,415,955.50;20,305.00
Jan 22, 2019;Jan 23, 2019;1,655,450.75;1,323,625.50;34,279.75
Jan 23, 2019;Jan 24, 2019;1,649,947.50;1,453,775.00;32,949.75
Jan 24, 2019;Jan 25, 2019;1,634,421.25;1,567,979.00;42,179.25
Jan 25, 2019;Jan 26, 2019;1,624,279.00;1,425,585.75;35,703.50
Jan 26, 2019;Jan 27, 2019;1,414,847.50;899,026.25;34,669.00
Jan 27, 2019;Jan 28, 2019;1,274,026.00;660,098.00;55,528.75
Jan 28, 2019;Jan 29, 2019;1,586,613.75;1,065,575.25;25,361.00
Jan 29, 2019;Jan 30, 2019;1,603,332.50;1,217,703.75;30,163.75
Jan 30, 2019;Jan 31, 2019;1,622,324.00;1,139,435.50;40,542.50
Jan 31, 2019;Feb 1, 2019;1,599,507.25;1,297,730.50;29,457.00
Feb 1, 2019;Feb 2, 2019;1,599,759.50;1,221,186.00;35,252.50
Feb 2, 2019;Feb 3, 2019;1,368,301.75;1,233,357.25;21,376.00
Feb 3, 2019;Feb 4, 2019;1,285,850.25;977,609.75;37,119.75
Feb 4, 2019;Feb 5, 2019;1,583,685.50;1,043,681.00;29,645.50
Feb 5, 2019;Feb 6, 2019;1,619,422.75;1,222,520.00;29,474.00
Feb 6, 2019;Feb 7, 2019;1,614,883.25;1,192,159.25;25,947.75
Feb 7, 2019;Feb 8, 2019;1,624,802.00;995,999.25;26,999.00
Feb 8, 2019;Feb 9, 2019;1,586,558.25;755,980.75;35,426.50
Feb 9, 2019;Feb 10, 2019;1,368,687.75;382,399.50;57,119.25
Feb 10, 2019;Feb 11, 2019;1,249,292.00;435,944.00;39,901.00
Feb 11, 2019;Feb 12, 2019;1,568,650.75;729,858.00;24,835.00
Feb 12, 2019;Feb 13, 2019;1,586,964.75;1,067,916.50;41,735.50
Feb 13, 2019;Feb 14, 2019;1,595,027.00;1,050,621.75;35,564.50
Feb 14, 2019;Feb 15, 2019;1,562,814.25;1,270,964.75;31,372.50
Feb 15, 2019;Feb 16, 2019;1,529,516.50;1,196,191.25;31,184.50
Feb 16, 2019;Feb 17, 2019;1,313,894.25;799,296.75;31,300.50
Feb 17, 2019;Feb 18, 2019;1,201,513.00;864,259.00;33,880.75
Feb 18, 2019;Feb 19, 2019;1,484,341.00;1,095,570.75;31,596.75
Feb 19, 2019;Feb 20, 2019;1,563,087.25;912,622.25;38,339.75
Feb 20, 2019;Feb 21, 2019;1,546,310.00;1,097,484.25;37,793.75
Feb 21, 2019;Feb 22, 2019;1,543,856.00;1,062,296.25;34,676.25
Feb 22, 2019;Feb 23, 2019;1,511,173.50;1,224,518.25;24,143.00
Feb 23, 2019;Feb 24, 2019;1,304,202.75;959,662.50;24,411.25
Feb 24, 2019;Feb 25, 2019;1,185,734.00;952,380.50;39,135.50
Feb 25, 2019;Feb 26, 2019;1,470,949.00;1,217,373.75;25,214.25
Feb 26, 2019;Feb 27, 2019;1,485,626.75;1,268,528.75;27,193.25
Feb 27, 2019;Feb 28, 2019;1,501,718.75;1,172,785.50;34,277.00
Feb 28, 2019;Mar 1, 2019;1,496,391.75;931,714.50;46,379.25
Mar 1, 2019;Mar 2, 2019;1,491,759.00;1,245,130.25;19,198.00
Mar 2, 2019;Mar 3, 2019;1,291,146.75;999,248.75;15,441.00
Mar 3, 2019;Mar 4, 2019;1,195,167.50;306,766.50;54,736.50
Mar 4, 2019;Mar 5, 2019;1,471,720.00;472,964.25;42,161.25
Mar 5, 2019;Mar 6, 2019;1,516,623.25;695,812.75;41,295.25
Mar 6, 2019;Mar 7, 2019;1,513,019.25;811,045.50;23,708.50
Mar 7, 2019;Mar 8, 2019;1,524,371.75;599,461.00;48,255.25
Mar 8, 2019;Mar 9, 2019;1,493,362.75;599,915.00;29,979.00
Mar 9, 2019;Mar 10, 2019;1,303,199.00;319,773.75;49,055.00
Mar 10, 2019;Mar 11, 2019;1,195,311.25;601,474.75;24,115.00
Mar 11, 2019;Mar 12, 2019;1,504,176.00;786,441.50;31,230.00
Mar 12, 2019;Mar 13, 2019;1,533,334.50;736,301.50;32,816.50
Mar 13, 2019;Mar 14, 2019;1,559,021.50;521,707.25;37,562.25
Mar 14, 2019;Mar 15, 2019;1,561,349.50;635,049.75;35,718.50
Mar 15, 2019;Mar 16, 2019;1,529,541.25;580,160.00;36,158.50
Mar 16, 2019;Mar 17, 2019;1,296,552.50;454,012.75;37,527.50
Mar 17, 2019;Mar 18, 2019;1,203,522.75;321,215.50;51,093.75
Mar 18, 2019;Mar 19, 2019;1,484,091.75;660,924.25;35,827.75
Mar 19, 2019;Mar 20, 2019;1,510,678.00;1,166,224.25;29,306.50
Mar 20, 2019;Mar 21, 2019;1,517,181.50;1,110,191.00;27,391.50
Mar 21, 2019;Mar 22, 2019;1,503,161.00;1,116,892.75;25,111.25
Mar 22, 2019;Mar 23, 2019;1,450,554.00;1,172,703.75;23,721.25
Mar 23, 2019;Mar 24, 2019;1,238,722.00;888,216.50;28,664.50
Mar 24, 2019;Mar 25, 2019;1,150,793.50;833,175.00;40,605.75
Mar 25, 2019;Mar 26, 2019;1,470,318.00;774,121.00;42,644.50
Mar 26, 2019;Mar 27, 2019;1,500,354.75;956,884.50;27,349.50
Mar 27, 2019;Mar 28, 2019;1,491,444.50;1,158,402.25;25,924.50
Mar 28, 2019;Mar 29, 2019;1,465,253.50;1,250,333.00;24,199.00
Mar 29, 2019;Mar 30, 2019;1,416,603.00;1,101,352.50;27,601.50
Mar 30, 2019;Mar 31, 2019;1,193,620.75;839,959.25;28,832.25
Mar 31, 2019;Apr 1, 2019;1,086,717.50;672,149.00;58,896.25
Apr 1, 2019;Apr 2, 2019;1,401,401.00;889,599.00;23,311.25
Apr 2, 2019;Apr 3, 2019;1,475,367.75;850,540.75;30,319.50
Apr 3, 2019;Apr 4, 2019;1,470,548.50;1,156,900.25;25,660.50
Apr 4, 2019;Apr 5, 2019;1,479,480.75;1,211,181.25;29,381.25
Apr 5, 2019;Apr 6, 2019;1,455,781.50;1,248,202.00;29,183.50
Apr 6, 2019;Apr 7, 2019;1,207,006.75;859,187.25;27,066.50
Apr 7, 2019;Apr 8, 2019;1,099,407.25;743,454.00;37,377.75
Apr 8, 2019;Apr 9, 2019;1,397,479.00;1,042,694.75;18,204.75
Apr 9, 2019;Apr 10, 2019;1,448,933.25;1,018,429.00;26,956.25
Apr 10, 2019;Apr 11, 2019;1,448,489.25;993,459.50;31,334.50
Apr 11, 2019;Apr 12, 2019;1,436,482.75;1,052,955.75;25,403.00
Apr 12, 2019;Apr 13, 2019;1,440,509.00;1,130,306.75;24,410.75
Apr 13, 2019;Apr 14, 2019;1,254,600.00;866,570.50;22,952.75
Apr 14, 2019;Apr 15, 2019;1,160,434.00;723,890.25;33,650.75
Apr 15, 2019;Apr 16, 2019;1,406,356.00;810,424.75;35,534.00
Apr 16, 2019;Apr 17, 2019;1,450,432.00;804,068.00;29,451.00
Apr 17, 2019;Apr 18, 2019;1,429,293.25;832,928.75;35,351.50
Apr 18, 2019;Apr 19, 2019;1,374,105.00;672,208.25;45,254.75
Apr 19, 2019;Apr 20, 2019;1,078,212.50;511,731.75;44,138.25
Apr 20, 2019;Apr 21, 2019;1,065,485.75;650,568.75;30,067.50
Apr 21, 2019;Apr 22, 2019;964,764.50;590,270.00;33,776.75
Apr 22, 2019;Apr 23, 2019;1,016,543.00;269,593.50;53,520.75
Apr 23, 2019;Apr 24, 2019;1,337,117.75;402,178.25;30,751.25
Apr 24, 2019;Apr 25, 2019;1,386,082.75;667,339.50;44,322.50
Apr 25, 2019;Apr 26, 2019;1,386,302.25;833,265.75;28,514.25
Apr 26, 2019;Apr 27, 2019;1,376,960.75;993,957.50;26,014.25
Apr 27, 2019;Apr 28, 2019;1,180,764.75;784,006.75;25,875.75
Apr 28, 2019;Apr 29, 2019;1,091,846.00;841,046.00;44,670.75
Apr 29, 2019;Apr 30, 2019;1,391,408.75;1,029,795.50;18,591.50
Apr 30, 2019;May 1, 2019;1,374,385.25;1,004,332.50;28,895.75
May 1, 2019;May 2, 2019;1,084,958.25;623,802.50;47,710.75
May 2, 2019;May 3, 2019;1,365,348.50;749,718.00;14,535.25
May 3, 2019;May 4, 2019;1,390,529.00;850,127.25;28,917.75
May 4, 2019;May 5, 2019;1,214,595.50;779,335.25;28,356.50
May 5, 2019;May 6, 2019;1,117,094.00;712,145.25;40,825.75
May 6, 2019;May 7, 2019;1,421,621.00;938,733.75;21,282.00
May 7, 2019;May 8, 2019;1,438,540.25;1,131,981.75;23,001.00
May 8, 2019;May 9, 2019;1,450,336.25;1,000,496.50;23,143.25
May 9, 2019;May 10, 2019;1,428,003.50;1,025,012.50;27,992.25
May 10, 2019;May 11, 2019;1,407,907.25;1,036,628.00;21,756.00
May 11, 2019;May 12, 2019;1,197,600.75;834,317.25;22,017.75
May 12, 2019;May 13, 2019;1,089,621.00;512,362.25;52,190.75
May 13, 2019;May 14, 2019;1,374,208.75;850,801.25;33,069.00
May 14, 2019;May 15, 2019;1,404,669.50;950,285.75;23,216.50
May 15, 2019;May 16, 2019;1,433,074.00;1,018,770.75;14,699.50
May 16, 2019;May 17, 2019;1,455,617.75;1,077,311.25;17,112.25
May 17, 2019;May 18, 2019;1,402,751.00;1,049,846.00;16,192.75
May 18, 2019;May 19, 2019;1,158,686.00;782,012.50;28,442.75
May 19, 2019;May 20, 2019;1,073,012.50;732,886.00;39,377.50
May 20, 2019;May 21, 2019;1,393,622.25;1,100,251.25;19,635.75
May 21, 2019;May 22, 2019;1,453,517.00;988,709.25;23,184.75
May 22, 2019;May 23, 2019;1,425,322.75;910,568.75;23,753.25
May 23, 2019;May 24, 2019;1,411,291.25;1,043,867.50;29,682.25
May 24, 2019;May 25, 2019;1,381,122.75;954,324.25;23,138.50
May 25, 2019;May 26, 2019;1,154,143.75;822,406.25;17,889.00
May 26, 2019;May 27, 2019;1,078,340.25;508,171.25;58,825.00
May 27, 2019;May 28, 2019;1,371,656.25;880,938.00;18,534.50
May 28, 2019;May 29, 2019;1,389,538.25;1,127,023.00;22,548.50
May 29, 2019;May 30, 2019;1,355,992.00;1,059,493.00;25,883.00
May 30, 2019;May 31, 2019;1,102,833.75;520,952.25;50,133.75
May 31, 2019;Jun 1, 2019;1,202,615.50;836,427.00;21,842.00
Jun 1, 2019;Jun 2, 2019;1,122,167.75;736,276.25;33,913.50
Jun 2, 2019;Jun 3, 2019;1,056,856.25;624,060.75;48,274.75
Jun 3, 2019;Jun 4, 2019;1,369,025.00;925,787.50;29,224.00
Jun 4, 2019;Jun 5, 2019;1,415,427.25;1,019,212.25;25,056.25
Jun 5, 2019;Jun 6, 2019;1,418,622.50;941,727.25;25,220.75
Jun 6, 2019;Jun 7, 2019;1,399,475.25;894,440.75;31,015.50
Jun 7, 2019;Jun 8, 2019;1,345,405.50;854,080.25;24,811.75
Jun 8, 2019;Jun 9, 2019;1,139,770.25;333,795.25;46,086.50
Jun 9, 2019;Jun 10, 2019;986,632.00;551,308.25;30,471.50
Jun 10, 2019;Jun 11, 2019;1,027,291.50;652,167.75;26,053.25
Jun 11, 2019;Jun 12, 2019;1,339,937.50;1,029,087.50;24,432.00
Jun 12, 2019;Jun 13, 2019;1,403,400.75;1,066,888.00;32,173.50
Jun 13, 2019;Jun 14, 2019;1,380,433.00;885,278.50;34,101.50
Jun 14, 2019;Jun 15, 2019;1,368,032.75;961,787.75;24,227.50
Jun 15, 2019;Jun 16, 2019;1,164,739.25;628,147.50;38,906.25
Jun 16, 2019;Jun 17, 2019;1,062,238.25;796,929.00;39,291.75
Jun 17, 2019;Jun 18, 2019;1,352,510.50;1,031,237.00;24,237.00
Jun 18, 2019;Jun 19, 2019;1,409,368.75;1,050,176.25;25,264.75
Jun 19, 2019;Jun 20, 2019;1,405,021.50;1,028,750.50;30,622.50
Jun 20, 2019;Jun 21, 2019;1,190,298.50;875,196.75;28,431.50
Jun 21, 2019;Jun 22, 2019;1,252,467.50;956,617.75;16,339.00
Jun 22, 2019;Jun 23, 2019;1,123,547.00;774,763.75;18,723.50
Jun 23, 2019;Jun 24, 2019;1,048,307.25;564,464.25;43,310.25
Jun 24, 2019;Jun 25, 2019;1,384,408.75;785,946.75;24,192.75
Jun 25, 2019;Jun 26, 2019;1,442,501.75;974,520.00;31,542.50
Jun 26, 2019;Jun 27, 2019;1,456,387.25;938,141.00;31,274.50
Jun 27, 2019;Jun 28, 2019;1,431,083.25;846,819.00;35,119.75
Jun 28, 2019;Jun 29, 2019;1,365,494.00;1,021,397.25;26,311.50
Jun 29, 2019;Jun 30, 2019;1,165,070.00;833,457.00;29,287.00
Jun 30, 2019;Jul 1, 2019;1,090,954.25;489,521.75;45,077.00
Jul 1, 2019;Jul 2, 2019;1,441,602.00;861,408.00;30,102.00
Jul 2, 2019;Jul 3, 2019;1,436,520.75;818,775.50;28,001.25
Jul 3, 2019;Jul 4, 2019;1,420,273.50;913,921.50;23,864.75
Jul 4, 2019;Jul 5, 2019;1,427,448.75;881,399.50;24,359.50
Jul 5, 2019;Jul 6, 2019;1,405,138.25;915,485.75;28,309.25
Jul 6, 2019;Jul 7, 2019;1,190,703.25;667,732.00;24,229.50
Jul 7, 2019;Jul 8, 2019;1,100,169.25;561,887.25;45,811.00
Jul 8, 2019;Jul 9, 2019;1,361,045.50;934,341.00;14,188.50
Jul 9, 2019;Jul 10, 2019;1,388,112.50;970,045.25;22,053.00
Jul 10, 2019;Jul 11, 2019;1,382,159.00;1,021,664.50;21,337.50
Jul 11, 2019;Jul 12, 2019;1,381,976.75;1,206,019.50;14,763.50
Jul 12, 2019;Jul 13, 2019;1,365,364.50;1,133,877.00;24,441.50
Jul 13, 2019;Jul 14, 2019;1,160,987.25;823,590.50;21,125.50
Jul 14, 2019;Jul 15, 2019;1,052,899.75;778,294.25;23,251.50
Jul 15, 2019;Jul 16, 2019;1,339,277.50;991,566.50;16,185.50
Jul 16, 2019;Jul 17, 2019;1,381,894.50;960,639.75;16,285.25
Jul 17, 2019;Jul 18, 2019;1,358,724.25;1,106,838.50;17,056.50
Jul 18, 2019;Jul 19, 2019;1,362,596.75;1,075,977.75;21,951.75
Jul 19, 2019;Jul 20, 2019;1,349,593.25;1,109,108.00;18,442.75
Jul 20, 2019;Jul 21, 2019;1,164,608.75;719,284.00;25,330.25
Jul 21, 2019;Jul 22, 2019;1,072,463.75;603,869.50;38,125.75
Jul 22, 2019;Jul 23, 2019;1,343,400.00;982,584.00;15,703.00
Jul 23, 2019;Jul 24, 2019;1,389,924.25;1,075,434.25;19,461.75
Jul 24, 2019;Jul 25, 2019;1,413,216.75;1,030,604.25;29,723.00
Jul 25, 2019;Jul 26, 2019;1,425,645.25;1,036,702.25;28,137.25
Jul 26, 2019;Jul 27, 2019;1,414,119.25;831,924.00;24,221.50
Jul 27, 2019;Jul 28, 2019;1,201,889.00;594,357.50;19,637.50
Jul 28, 2019;Jul 29, 2019;1,089,902.00;718,836.75;33,086.25
Jul 29, 2019;Jul 30, 2019;1,342,455.50;1,098,222.25;10,021.50
Jul 30, 2019;Jul 31, 2019;1,384,790.25;1,131,515.50;21,720.25
Jul 31, 2019;Aug 1, 2019;1,377,597.00;1,089,813.75;29,785.25
Aug 1, 2019;Aug 2, 2019;1,345,456.50;1,087,584.75;18,781.75
Aug 2, 2019;Aug 3, 2019;1,318,386.50;1,097,135.75;15,843.25
Aug 3, 2019;Aug 4, 2019;1,117,086.75;859,804.75;24,260.50
Aug 4, 2019;Aug 5, 2019;1,024,125.00;763,019.50;35,844.00
Aug 5, 2019;Aug 6, 2019;1,282,587.75;1,034,872.00;12,280.75
Aug 6, 2019;Aug 7, 2019;1,337,817.75;1,013,620.25;22,728.50
Aug 7, 2019;Aug 8, 2019;1,345,172.25;1,043,030.25;16,247.00
Aug 8, 2019;Aug 9, 2019;1,360,680.00;824,922.00;26,265.50
Aug 9, 2019;Aug 10, 2019;1,343,994.25;989,728.50;10,306.50
Aug 10, 2019;Aug 11, 2019;1,189,852.50;455,738.75;33,298.50
Aug 11, 2019;Aug 12, 2019;1,080,844.75;473,264.25;39,540.25
Aug 12, 2019;Aug 13, 2019;1,318,095.25;914,215.00;21,405.50
Aug 13, 2019;Aug 14, 2019;1,346,463.00;927,115.75;28,644.25
Aug 14, 2019;Aug 15, 2019;1,327,751.25;954,049.75;20,112.25
Aug 15, 2019;Aug 16, 2019;1,330,139.00;824,071.25;34,057.25
Aug 16, 2019;Aug 17, 2019;1,295,121.25;896,086.75;18,149.50
Aug 17, 2019;Aug 18, 2019;1,147,099.50;633,899.75;32,956.25
Aug 18, 2019;Aug 19, 2019;1,054,115.50;624,245.75;43,494.00
Aug 19, 2019;Aug 20, 2019;1,334,708.25;870,479.75;22,410.50
Aug 20, 2019;Aug 21, 2019;1,340,286.25;1,083,308.75;23,522.50
Aug 21, 2019;Aug 22, 2019;1,327,486.25;1,051,507.25;28,969.00
Aug 22, 2019;Aug 23, 2019;1,331,355.75;969,411.50;30,468.00
Aug 23, 2019;Aug 24, 2019;1,315,223.25;1,007,894.00;20,566.25
